featureNam,featureRef,featureAlt,POINT_X,POINT_Y,admin1_state,admin2_county,admin3_payam,admin4_boma,County_id,county_x_centroid,county_y_centroid,Boma_id,boma_x_centroid,boma_y_centroid,Payam_id,payam_x_centroid,payam_y_centroid
Ngutwa,Ngutwa,,29.29008873,4.651366595,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Naakiri,Naakiri,Maingbangaru,28.3362955,4.6519791,Western Equatoria,Yambio,Yambio Town,Saura,64,28.54426987,5.130552082,1654,28.34014679,4.626787631,418,28.46101618,4.610787359
Dorolili,Dorolili,,29.86742125,4.656470952,Western Equatoria,Maridi,Landili,Dorolili,57,29.68450317,5.097346608,1504,29.98571488,4.697647961,384,29.8840143,4.68509113
Nadiangere,Nadiangere,,28.158178,4.6584542,Western Equatoria,Nzara,Sangua,Sagua I,62,28.20783438,5.31951189,1605,28.07703195,4.608136655,410,28.12233901,4.58634424
Tore Wandi,Tore Wandi,,30.39,4.65909,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Bingo,Bingo,,29.76095805,4.664289294,Western Equatoria,Maridi,Landili,Bingo,57,29.68450317,5.097346608,1503,29.74293193,4.680620494,384,29.8840143,4.68509113
Tergu Rapids,Tergu Rapids,,30.4333333,4.6666667,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Lowoi,Lowoi,,30.03483,4.66667,Western Equatoria,Maridi,Landili,Dorolili,57,29.68450317,5.097346608,1504,29.98571488,4.697647961,384,29.8840143,4.68509113
Nambia,Nambia,,28.36538615,4.666675689,Western Equatoria,Yambio,Ri-rangu,Ri-rangu Centre,64,28.54426987,5.130552082,1648,28.35785007,4.707116336,417,28.43451529,4.930132646
Boma boundary,Boma boundary,,28.2711874,4.6667699,Western Equatoria,Nzara,Nzara Centre,Namaiku,62,28.20783438,5.31951189,1591,28.2140579,4.731532318,407,28.22929236,4.712299268
Naam,Naam,,29.77516251,4.673458064,Western Equatoria,Maridi,Landili,Bingo,57,29.68450317,5.097346608,1503,29.74293193,4.680620494,384,29.8840143,4.68509113
Nangume,Nangume,,28.9147222,4.6766667,Western Equatoria,Ibba,Madebe,Babaadi,56,29.06028091,5.103366901,1489,28.98219294,4.68049518,379,28.97003065,4.786231728
Namaiku,Namaiku,Namaku,28.2285152,4.6831624,Western Equatoria,Nzara,Nzara Centre,Namaiku,62,28.20783438,5.31951189,1591,28.2140579,4.731532318,407,28.22929236,4.712299268
Basukangbi,Basukangbi,Basukambi,28.05762459,4.685140933,Western Equatoria,Nzara,Basukangbi,Mbamu,62,28.20783438,5.31951189,1588,28.06588921,4.692388159,406,27.93466627,4.691217106
County Boundary,County Boundary,,28.31442524,4.685385778,Western Equatoria,Nzara,Nzara Centre,Yabongo,62,28.20783438,5.31951189,1593,28.30601935,4.66534096,407,28.22929236,4.712299268
Inn,Inn,,29.2297222,4.6913889,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Namama,Namama,,28.02265459,4.693417737,Western Equatoria,Nzara,Basukangbi,Namama,62,28.20783438,5.31951189,1589,27.97965526,4.735985893,406,27.93466627,4.691217106
Khogbo,Khogbo,,28.02,4.7,Western Equatoria,Nzara,Basukangbi,Namama,62,28.20783438,5.31951189,1589,27.97965526,4.735985893,406,27.93466627,4.691217106
Rimenze,Rimenze,Rimenze Center,28.58273,4.7,Western Equatoria,Yambio,Bangasu,Rimenze,64,28.54426987,5.130552082,1629,28.64399581,4.759016799,414,28.70236667,4.748723973
Bobodi,Bobodi,Babadi,28.98281005,4.702256617,Western Equatoria,Ibba,Madebe,Babaadi,56,29.06028091,5.103366901,1489,28.98219294,4.68049518,379,28.97003065,4.786231728
Amalakpa,Amalakpa,,29.3741667,4.7086111,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Bazingua,Bazingua,,28.21117792,4.716692348,Western Equatoria,Nzara,Nzara Centre,Namaiku,62,28.20783438,5.31951189,1591,28.2140579,4.731532318,407,28.22929236,4.712299268
Embe,Embe,,29.4,4.72,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Senango,Senango,,29.42223502,4.721955733,Western Equatoria,Maridi,Ngamunde,E'di,57,29.68450317,5.097346608,1514,29.52461144,4.714820003,387,29.55395003,4.753995833
Basakumbo,Basakumbo,,29.18194163,4.722744403,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Manzengi,Manzengi,,28.8583333,4.7277778,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Li Rangu,Li Rangu,Lirangu,28.3594431,4.728471647,Western Equatoria,Yambio,Ri-rangu,Ri-rangu Centre,64,28.54426987,5.130552082,1648,28.35785007,4.707116336,417,28.43451529,4.930132646
Maskin,Maskin,,29.51818848,4.733155428,Western Equatoria,Maridi,Ngamunde,E'di,57,29.68450317,5.097346608,1514,29.52461144,4.714820003,387,29.55395003,4.753995833
River Aza,River Aza,,29.75,4.7333333,Western Equatoria,Maridi,Landili,Bingo,57,29.68450317,5.097346608,1503,29.74293193,4.680620494,384,29.8840143,4.68509113
Glaud Rapids,Glaud Rapids,,30.4666667,4.7333333,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Tappi,Tappi,Taapi,29.85428333,4.7494,Western Equatoria,Maridi,Mambe,Mambe,57,29.68450317,5.097346608,1507,29.84650714,4.908988701,385,29.83230821,4.980940348
Berizigbo,Berizigbo,,28.66935283,4.749553883,Western Equatoria,Yambio,Bangasu,Rimenze,64,28.54426987,5.130552082,1629,28.64399581,4.759016799,414,28.70236667,4.748723973
Makpandu,Makpandu,Makpandu IDP Camp,28.701528,4.750417,Western Equatoria,Yambio,Bangasu,Rimenze,64,28.54426987,5.130552082,1629,28.64399581,4.759016799,414,28.70236667,4.748723973
Mangondi,Mangondi,,28.29125,4.75444445,Western Equatoria,Nzara,Nzara Centre,Namaiku,62,28.20783438,5.31951189,1591,28.2140579,4.731532318,407,28.22929236,4.712299268
Bangasu,Bangasu,,28.71512293,4.7577031,Western Equatoria,Yambio,Bangasu,Rimenze,64,28.54426987,5.130552082,1629,28.64399581,4.759016799,414,28.70236667,4.748723973
Embe,Embe,,29.52945,4.75805,Western Equatoria,Maridi,Ngamunde,E'di,57,29.68450317,5.097346608,1514,29.52461144,4.714820003,387,29.55395003,4.753995833
Nanunde,Nanunde,,29.62909,4.75909,Western Equatoria,Maridi,Ngamunde,Mekke,57,29.68450317,5.097346608,1516,29.63370916,4.794162077,387,29.55395003,4.753995833
Edde,Edde,,29.62073398,4.760997839,Western Equatoria,Maridi,Ngamunde,Mekke,57,29.68450317,5.097346608,1516,29.63370916,4.794162077,387,29.55395003,4.753995833
Ri Uyo,Ri Uyo,Ri-Uyo,28.44336481,4.764753059,Western Equatoria,Yambio,Ri-rangu,Mombai,64,28.54426987,5.130552082,1646,28.45716431,4.757502877,417,28.43451529,4.930132646
Senambia,Senambia,,29.52048484,4.766605584,Western Equatoria,Maridi,Ngamunde,E'di,57,29.68450317,5.097346608,1514,29.52461144,4.714820003,387,29.55395003,4.753995833
River Inigapa,River Inigapa,,28.85,4.7666667,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Meke,Meke,,29.627817,4.76685,Western Equatoria,Maridi,Ngamunde,Mekke,57,29.68450317,5.097346608,1516,29.63370916,4.794162077,387,29.55395003,4.753995833
Ngamando,Ngamando,,29.62487884,4.768761471,Western Equatoria,Maridi,Ngamunde,Mekke,57,29.68450317,5.097346608,1516,29.63370916,4.794162077,387,29.55395003,4.753995833
Kianga,Kianga,,30.48065555,4.769954496,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Dunde,Dunde,,27.9333333,4.7833333,Western Equatoria,Nzara,Basukangbi,Namama,62,28.20783438,5.31951189,1589,27.97965526,4.735985893,406,27.93466627,4.691217106
Madebe,Madebe,,28.98814718,4.789197603,Western Equatoria,Ibba,Madebe,Madebe Centre,56,29.06028091,5.103366901,1490,28.94593436,4.820366991,379,28.97003065,4.786231728
Ibba,Ibba,,29.13834158,4.789360091,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Bakordi,Bakordi,,28.77029407,4.795202264,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Kuyango,Kuyango,,29.1333333,4.8,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Namarabia,Namarabia,,29.16555556,4.8,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Bangusa,Bangusa,,28.76364,4.80182,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Manum,Manum,,29.775457,4.795803508,Western Equatoria,Maridi,Mambe,Mambe,57,29.68450317,5.097346608,1507,29.84650714,4.908988701,385,29.83230821,4.980940348
Ganzio,Ganzio,,29.52027649,4.806429046,Western Equatoria,Maridi,Ngamunde,Kuwanga,57,29.68450317,5.097346608,1515,29.49590533,4.817949638,387,29.55395003,4.753995833
Morangi,Morangi,,29.41777821,4.807223878,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Duru,Duru,,29.1055556,4.8091667,Western Equatoria,Ibba,Ibba Centre,Ngungua,56,29.06028091,5.103366901,1488,29.09323868,4.694213835,378,29.24359258,4.663253994
Bima,Bima,,28.4,4.81,Western Equatoria,Yambio,Ri-rangu,Nabima,64,28.54426987,5.130552082,1647,28.43727821,4.841705575,417,28.43451529,4.930132646
River Issu,River Issu,,29.1216667,4.8105556,Western Equatoria,Ibba,Ibba Centre,Namarabia,56,29.06028091,5.103366901,1487,29.28615026,4.654490811,378,29.24359258,4.663253994
Yango,Yango,,29.20418233,4.816083259,Western Equatoria,Ibba,Manikakara,Manikakara Centre,56,29.06028091,5.103366901,1492,29.09028968,5.320355858,380,29.1588502,5.312743318
Bangolo,Bangolo,,30.31334304,4.816627708,Western Equatoria,Mundri West,Bangolo,Bangolo,59,30.20679644,5.214381936,1539,30.24530263,4.821148131,394,30.35449431,4.804806451
Mboroko,Mboroko,,29.40091,4.81818,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Wuneba,Wuneba,,30.31457824,4.819459186,Western Equatoria,Mundri West,Bangolo,Bangolo,59,30.20679644,5.214381936,1539,30.24530263,4.821148131,394,30.35449431,4.804806451
Kuanga,Kuanga,,29.54545,4.82545,Western Equatoria,Maridi,Ngamunde,Mekke,57,29.68450317,5.097346608,1516,29.63370916,4.794162077,387,29.55395003,4.753995833
River Mirau,River Mirau,,28.8802778,4.8258333,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Hogo,Hogo,,27.8,4.8333333,Western Equatoria,Ezo,Naandi,Nyasi,55,27.89745206,5.462000542,1482,27.79898048,4.834082368,376,27.92879767,4.904611048
Rigl Bibi,Rigl Bibi,,30.4833333,4.8333333,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Mambe,Mambe,,29.82797374,4.837851174,Western Equatoria,Maridi,Mambe,Mambe,57,29.68450317,5.097346608,1507,29.84650714,4.908988701,385,29.83230821,4.980940348
Meke,Meke,,29.70909,4.84091,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Ndoruma,Ndoruma,,28.97079053,4.843757881,Western Equatoria,Ibba,Madebe,Madebe Centre,56,29.06028091,5.103366901,1490,28.94593436,4.820366991,379,28.97003065,4.786231728
Sheikh Gombo,Sheikh Gombo,,30.63073033,4.846361088,Western Equatoria,Mundri East,Witto,Witto,58,30.68093777,5.309142297,1535,30.6471355,4.970218422,392,30.70660297,5.045163685
Manzeri,Manzeri,,28.5186111,4.8491667,Western Equatoria,Yambio,Bangasu,Rimenze,64,28.54426987,5.130552082,1629,28.64399581,4.759016799,414,28.70236667,4.748723973
Nzingirimangu,Nzingirimangu,,27.95,4.85,Western Equatoria,Nzara,Basukangbi,Namama,62,28.20783438,5.31951189,1589,27.97965526,4.735985893,406,27.93466627,4.691217106
Manikara,Manikara,,29.25340213,4.854339125,Western Equatoria,Ibba,Manikakara,Manikakara Centre,56,29.06028091,5.103366901,1492,29.09028968,5.320355858,380,29.1588502,5.312743318
Makporo,Makporo,,28.6461111,4.8547222,Western Equatoria,Yambio,Bangasu,Birezigbo,64,28.54426987,5.130552082,1625,28.65412684,4.923225923,414,28.70236667,4.748723973
Naguga,Naguga,,29.27393671,4.855307552,Western Equatoria,Ibba,Manikakara,Manikakara Centre,56,29.06028091,5.103366901,1492,29.09028968,5.320355858,380,29.1588502,5.312743318
Nambia,Nambia,,28.1438889,4.8561111,Western Equatoria,Nzara,Ringasi,Ringasi East,62,28.20783438,5.31951189,1595,28.22442761,4.885102262,408,28.25545888,5.633803928
Kwanga,Kwanga,,29.47638889,4.85722222,Western Equatoria,Maridi,Ngamunde,Kuwanga,57,29.68450317,5.097346608,1515,29.49590533,4.817949638,387,29.55395003,4.753995833
Nyasi,Nyasi,,27.90953172,4.858775086,Western Equatoria,Ezo,Naandi,Marangu,55,27.89745206,5.462000542,1480,27.95524951,4.889468382,376,27.92879767,4.904611048
Benderi,Benderi,,27.7553201,4.859768508,Western Equatoria,Ezo,Naandi,Nyasi,55,27.89745206,5.462000542,1482,27.79898048,4.834082368,376,27.92879767,4.904611048
Nabima,Nabima,,28.43455,4.86364,Western Equatoria,Yambio,Ri-rangu,Nabima,64,28.54426987,5.130552082,1647,28.43727821,4.841705575,417,28.43451529,4.930132646
Gari,Gari,,30.49131704,4.864025662,Western Equatoria,Mundri West,Bangolo,Diko,59,30.20679644,5.214381936,1540,30.40871908,4.740139978,394,30.35449431,4.804806451
Khiu,Khiu,,28.3805556,4.8661111,Western Equatoria,Yambio,Ri-rangu,Nabima,64,28.54426987,5.130552082,1647,28.43727821,4.841705575,417,28.43451529,4.930132646
Ba-Ngai-Ngai/And,Ba-Ngai-Ngai/And,Bengengai,27.75024261,4.869498242,Western Equatoria,Ezo,Naandi,Nyasi,55,27.89745206,5.462000542,1482,27.79898048,4.834082368,376,27.92879767,4.904611048
Bushayr,Bushayr,,29.43,4.87,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Juba,Juba,,29.67,4.87167,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Diko,Diko,,30.46545,4.87273,Western Equatoria,Mundri West,Bangolo,Bangolo,59,30.20679644,5.214381936,1539,30.24530263,4.821148131,394,30.35449431,4.804806451
Banga,Banga,,28.42891979,4.873349691,Western Equatoria,Yambio,Ri-rangu,Nabima,64,28.54426987,5.130552082,1647,28.43727821,4.841705575,417,28.43451529,4.930132646
Surur,Surur,,29.62679091,4.876382342,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Nzanga,Nzanga,,27.7666667,4.8833333,Western Equatoria,Ezo,Naandi,Nyasi,55,27.89745206,5.462000542,1482,27.79898048,4.834082368,376,27.92879767,4.904611048
Nganzio,Nganzio,,29.49727131,4.885961087,Western Equatoria,Maridi,Maridi,Mabirindi,57,29.68450317,5.097346608,1509,29.52050743,4.892784483,386,29.45815502,4.902035535
Ariba,Ariba,,30.48203529,4.886599286,Western Equatoria,Mundri West,Bangolo,Ledingwa,59,30.20679644,5.214381936,1541,30.39619912,4.924721281,394,30.35449431,4.804806451
Angutua,Angutua,,29.64818,4.89091,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Kazana,Kazana,,29.45555556,4.89277778,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Lokoya,Lokoya,,30.52909,4.89818,Western Equatoria,Mundri East,Lozoh,Lozoh,58,30.68093777,5.309142297,1525,30.50230373,5.028381566,390,30.51242372,5.162056007
Dungurukwa,Dungurukwa,,30.28154211,4.899316811,Western Equatoria,Mundri West,Kotobi,Karika,59,30.20679644,5.214381936,1543,30.07908219,5.131257804,395,30.16662193,5.150075714
Maridi,Maridi,,28.13533,4.9,Western Equatoria,Nzara,Ringasi,Ringasi West,62,28.20783438,5.31951189,1596,28.2704636,5.743677018,408,28.25545888,5.633803928
Moeba,Moeba,,28.2666667,4.9,Western Equatoria,Nzara,Ringasi,Ringasi East,62,28.20783438,5.31951189,1595,28.22442761,4.885102262,408,28.25545888,5.633803928
Kariba,Kariba,,30.49222627,4.900595889,Western Equatoria,Mundri East,Lozoh,Lozoh,58,30.68093777,5.309142297,1525,30.50230373,5.028381566,390,30.51242372,5.162056007
Muku,Muku,,29.55455,4.90455,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Ebe-Bui,Ebe-Bui,,29.4577619,4.9084864,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Tigi,Tigi,,29.36013544,4.908950235,Western Equatoria,Ibba,Manikakara,Rubu,56,29.06028091,5.103366901,1493,29.27978411,5.299315558,380,29.1588502,5.312743318
Matiti,Matiti,,28.3613889,4.9122222,Western Equatoria,Yambio,Ri-rangu,Benzimifoki,64,28.54426987,5.130552082,1644,28.38139951,4.935279088,417,28.43451529,4.930132646
Maridi,Maridi,,29.47341302,4.912864307,Western Equatoria,Maridi,Maridi,Malakia,57,29.68450317,5.097346608,1510,29.47161939,4.91586817,386,29.45815502,4.902035535
Mayeya,Mayeya,,28.8377778,4.9133333,Western Equatoria,Yambio,Bangasu,Bangasu,64,28.54426987,5.130552082,1624,28.82090783,4.781652357,414,28.70236667,4.748723973
Nambazia,Nambazia,,29.395,4.91333333,Western Equatoria,Maridi,Maridi,Mboroko,57,29.68450317,5.097346608,1511,29.41927028,4.83844525,386,29.45815502,4.902035535
Dengiri sufu,Dengiri sufu,,29.465982,4.913366,Western Equatoria,Maridi,Maridi,Malakia,57,29.68450317,5.097346608,1510,29.47161939,4.91586817,386,29.45815502,4.902035535
Hai Zero,Hai Zero,,29.481077,4.914059,Western Equatoria,Maridi,Maridi,Malakia,57,29.68450317,5.097346608,1510,29.47161939,4.91586817,386,29.45815502,4.902035535
Nambori,Nambori,,27.68448732,4.916228704,Western Equatoria,Ezo,Andari,Bangangai,55,27.89745206,5.462000542,1463,27.73149264,4.912841893,372,27.72074749,4.958645345
Dorappi,Dorappi,,29.18968983,4.917802478,Western Equatoria,Ibba,Manikakara,Manikakara Centre,56,29.06028091,5.103366901,1492,29.09028968,5.320355858,380,29.1588502,5.312743318
Bilacham,Bilacham,,29.4303283,4.9181233,Western Equatoria,Maridi,Maridi,Nagbaka,57,29.68450317,5.097346608,1513,29.4076457,4.958068496,386,29.45815502,4.902035535
Zesi,Zesi,,29.78084281,4.918697812,Western Equatoria,Maridi,Mambe,Mambe,57,29.68450317,5.097346608,1507,29.84650714,4.908988701,385,29.83230821,4.980940348
Mongwa 2,Mongwa 2,,29.42861111,4.91888889,Western Equatoria,Maridi,Maridi,Nagbaka,57,29.68450317,5.097346608,1513,29.4076457,4.958068496,386,29.45815502,4.902035535
Nagasi,Nagasi,,28.03719469,4.92058209,Western Equatoria,Ezo,Naandi,Diabio,55,27.89745206,5.462000542,1479,28.10168336,4.981502173,376,27.92879767,4.904611048
Nyalla,Nyalla,,30.327161,4.920709042,Western Equatoria,Mundri West,Bangolo,Ledingwa,59,30.20679644,5.214381936,1541,30.39619912,4.924721281,394,30.35449431,4.804806451
Napere,Napere,,28.067421,4.9216753,Western Equatoria,Ezo,Naandi,Diabio,55,27.89745206,5.462000542,1479,28.10168336,4.981502173,376,27.92879767,4.904611048
Ringasi,Ringasi,,28.18007164,4.92311733,Western Equatoria,Nzara,Ringasi,Ringasi East,62,28.20783438,5.31951189,1595,28.22442761,4.885102262,408,28.25545888,5.633803928
Tortin,Tortin,,29.50091,4.92545,Western Equatoria,Maridi,Maridi,Mabirindi,57,29.68450317,5.097346608,1509,29.52050743,4.892784483,386,29.45815502,4.902035535
Okopayi,Okopayi,,29.5,4.94,Western Equatoria,Maridi,Maridi,Mabirindi,57,29.68450317,5.097346608,1509,29.52050743,4.892784483,386,29.45815502,4.902035535
Sheikh Mulai,Sheikh Mulai,,30.73388978,4.952123761,Western Equatoria,Mundri East,Witto,Witto,58,30.68093777,5.309142297,1535,30.6471355,4.970218422,392,30.70660297,5.045163685
Baruka,Baruka,,27.77154005,4.961580165,Western Equatoria,Ezo,Andari,Andari Centre,55,27.89745206,5.462000542,1461,27.75069761,4.954331762,372,27.72074749,4.958645345
Naandi,Naandi,,27.92478595,4.962377086,Western Equatoria,Ezo,Naandi,Naandi Centre,55,27.89745206,5.462000542,1481,27.91513366,4.950138843,376,27.92879767,4.904611048
Andari,Andari,,27.764,4.96368,Western Equatoria,Ezo,Andari,Andari Centre,55,27.89745206,5.462000542,1461,27.75069761,4.954331762,372,27.72074749,4.958645345
Affa,Affa,,29.60909,4.96455,Western Equatoria,Maridi,Mambe,Eyira,57,29.68450317,5.097346608,1506,29.61541337,4.991227165,385,29.83230821,4.980940348
Diabio,Diabio,,28.02338446,4.965615435,Western Equatoria,Ezo,Naandi,Diabio,55,27.89745206,5.462000542,1479,28.10168336,4.981502173,376,27.92879767,4.904611048
Rubu,Rubu,,29.1233333,4.9683333,Western Equatoria,Ibba,Maruko,Tanamuko,56,29.06028091,5.103366901,1496,28.84460519,5.122379342,381,28.84855651,5.21430766
